#	Components of TecDAX
1	ADV.DE
2	AFX.DE
3	AIXA.DE
4	BC8.DE
5	COK.DE
6	COP.DE
7	DLG.DE
8	DRI.DE
9	DRW3.DE
10	EVT.DE
11	FNTN.DE
12	GFT.DE
13	JEN.DE
14	LPK.DE
15	M5Z.DE
16	MOR.DE
17	NDX1.DE
18	NEM.DE
19	O1BC.DE
20	O2D.DE
21	PFV.DE
22	QIA.DE
23	QSC.DE
24	RSTA.DE
25	S92.DE
26	SBS.DE
27	SOW.DE
28	SRT3.DE
29	UTDI.DE
30	WDI.DE
