#	DAX
1	ADS.DE
2	ALV.DE
3	BAS.DE
4	BAYN.DE
5	BEI.DE
6	BMW.DE
7	CBK.DE
8	CON.DE
9	DAI.DE
10	DB1.DE
11	DBK.DE
12	DPW.DE
13	DTE.DE
14	EOAN.DE
15	FME.DE
16	FRE.DE
17	HEI.DE
18	HEN3.DE
19	IFX.DE
20	LHA.DE
21	LIN.DE
22	MRK.DE
23	MUV2.DE
24	RWE.DE
25	SAP.DE
26	SDF.DE
27	SIE.DE
28	TKA.DE
29	VNA.DE
30	VOW3.DE
